               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.039046,            0.016657,                   0,             0.84518,             0.78261,             0.80842,             0.46123,            0.038946,           0.0050616,                   0,           0.0076075,           0.0076075,           0.0076075
                  31,             0.03872,            0.017623,                   0,             0.85978,             0.79983,             0.81431,             0.50383,            0.035164,           0.0051461,                   0,            0.007525,            0.007525,            0.007525
                  32,            0.037765,            0.015457,                   0,             0.88084,             0.84783,              0.8219,             0.49203,            0.033309,           0.0052603,                   0,           0.0074425,           0.0074425,           0.0074425
                  33,            0.038074,            0.015772,                   0,             0.84748,             0.84783,             0.82266,             0.50419,            0.032211,           0.0056267,                   0,             0.00736,             0.00736,             0.00736
                  34,            0.035738,            0.015677,                   0,             0.90655,             0.84363,             0.87325,             0.49666,            0.033767,           0.0050546,                   0,           0.0072775,           0.0072775,           0.0072775
                  35,            0.035421,            0.016141,                   0,             0.88052,             0.86957,             0.87542,             0.46746,             0.03365,           0.0052854,                   0,            0.007195,            0.007195,            0.007195
                  36,            0.034107,            0.015223,                   0,             0.90874,             0.86597,             0.90613,             0.51496,              0.0321,            0.005372,                   0,           0.0071125,           0.0071125,           0.0071125
                  37,             0.03655,            0.015705,                   0,             0.83606,             0.73913,             0.81155,             0.45373,            0.033115,           0.0057001,                   0,             0.00703,             0.00703,             0.00703
                  38,            0.034427,            0.015362,                   0,              0.8244,             0.67391,               0.785,              0.3786,              0.0346,           0.0064524,                   0,           0.0069475,           0.0069475,           0.0069475
                  39,            0.032269,            0.016468,                   0,             0.82853,             0.73535,             0.79257,             0.37501,            0.040374,           0.0058149,                   0,            0.006865,            0.006865,            0.006865
                  40,            0.034136,            0.014475,                   0,             0.76037,             0.84783,             0.80498,             0.34869,            0.041271,           0.0056837,                   0,           0.0067825,           0.0067825,           0.0067825
                  41,            0.032483,            0.015867,                   0,             0.72138,             0.84432,             0.74462,             0.34756,            0.041364,           0.0056424,                   0,              0.0067,              0.0067,              0.0067
                  42,            0.037223,             0.01671,                   0,             0.80322,             0.79871,             0.79437,             0.40824,            0.039865,           0.0052278,                   0,           0.0066175,           0.0066175,           0.0066175
                  43,            0.033279,            0.013945,                   0,             0.78338,             0.82609,             0.79391,             0.41418,            0.038382,           0.0050168,                   0,            0.006535,            0.006535,            0.006535
                  44,            0.035609,            0.015571,                   0,             0.84426,             0.82609,             0.76836,             0.44289,            0.036976,           0.0050129,                   0,           0.0064525,           0.0064525,           0.0064525
                  45,            0.033017,            0.014258,                   0,             0.81139,              0.8418,             0.79271,             0.45918,            0.035803,           0.0050334,                   0,             0.00637,             0.00637,             0.00637
                  46,            0.034308,            0.014689,                   0,             0.88951,             0.78261,             0.77322,             0.48331,            0.036676,            0.005119,                   0,           0.0062875,           0.0062875,           0.0062875
                  47,            0.036446,            0.013925,                   0,             0.94972,             0.86957,               0.887,             0.48259,            0.037621,           0.0050886,                   0,            0.006205,            0.006205,            0.006205
                  48,            0.034733,            0.015105,                   0,             0.84843,             0.82609,             0.80396,             0.42812,            0.038391,            0.005224,                   0,           0.0061225,           0.0061225,           0.0061225
                  49,            0.036178,            0.014582,                   0,             0.85537,             0.84783,             0.81638,             0.44504,            0.035842,           0.0054088,                   0,             0.00604,             0.00604,             0.00604
                  50,            0.032533,             0.01479,                   0,             0.84904,             0.82609,             0.82099,             0.48254,            0.035034,           0.0053867,                   0,           0.0059575,           0.0059575,           0.0059575
                  51,            0.030683,            0.014665,                   0,             0.90238,             0.80381,             0.84773,             0.48917,            0.038729,           0.0050473,                   0,            0.005875,            0.005875,            0.005875
                  52,            0.032155,            0.014575,                   0,              0.8603,             0.86957,             0.83395,             0.49656,            0.036616,           0.0049843,                   0,           0.0057925,           0.0057925,           0.0057925
                  53,            0.034661,            0.014709,                   0,             0.86152,             0.82609,             0.82648,              0.4744,            0.036721,           0.0048581,                   0,             0.00571,             0.00571,             0.00571
                  54,            0.030708,            0.013678,                   0,             0.89538,             0.84783,             0.87741,             0.48027,            0.036041,           0.0048121,                   0,           0.0056275,           0.0056275,           0.0056275
                  55,            0.031248,            0.014514,                   0,             0.90863,             0.86487,             0.89096,              0.4897,             0.03678,           0.0048178,                   0,            0.005545,            0.005545,            0.005545
                  56,            0.030236,            0.013399,                   0,             0.87475,             0.91102,             0.88391,             0.50703,            0.034175,           0.0050073,                   0,           0.0054625,           0.0054625,           0.0054625
                  57,            0.030527,            0.013886,                   0,             0.87499,             0.91293,             0.87484,               0.511,            0.032859,            0.005087,                   0,             0.00538,             0.00538,             0.00538
                  58,            0.027441,            0.012585,                   0,             0.89327,             0.90977,             0.88202,             0.49604,            0.034865,           0.0050786,                   0,           0.0052975,           0.0052975,           0.0052975
                  59,            0.028737,            0.014325,                   0,             0.89179,             0.91304,             0.89021,             0.51081,            0.035153,           0.0050348,                   0,            0.005215,            0.005215,            0.005215
                  60,            0.030648,            0.013614,                   0,             0.88703,             0.91304,             0.86941,             0.50088,            0.035214,           0.0048862,                   0,           0.0051325,           0.0051325,           0.0051325
                  61,            0.027065,            0.014042,                   0,             0.89334,             0.91045,             0.87937,              0.4897,             0.03534,           0.0050774,                   0,             0.00505,             0.00505,             0.00505
                  62,             0.02918,            0.016248,                   0,              0.9301,              0.8678,             0.88553,             0.50443,            0.033063,            0.005533,                   0,           0.0049675,           0.0049675,           0.0049675
                  63,            0.028601,            0.014665,                   0,             0.90092,             0.86957,             0.86299,             0.51628,            0.036676,           0.0053712,                   0,            0.004885,            0.004885,            0.004885
                  64,            0.028717,            0.014278,                   0,             0.93001,              0.8913,             0.89986,             0.51267,            0.036864,           0.0052454,                   0,           0.0048025,           0.0048025,           0.0048025
                  65,            0.028074,            0.013138,                   0,             0.91945,              0.8913,             0.88777,             0.52304,            0.033987,           0.0052505,                   0,             0.00472,             0.00472,             0.00472
                  66,            0.027916,            0.014459,                   0,             0.91878,             0.82609,             0.84855,             0.51182,            0.034601,           0.0053036,                   0,           0.0046375,           0.0046375,           0.0046375
                  67,            0.027175,            0.013255,                   0,             0.94529,             0.84783,             0.89325,             0.53497,            0.033821,           0.0052251,                   0,            0.004555,            0.004555,            0.004555
                  68,            0.029286,            0.013971,                   0,             0.95094,             0.84287,             0.88591,             0.51988,            0.035631,           0.0052252,                   0,           0.0044725,           0.0044725,           0.0044725
                  69,            0.028668,             0.01376,                   0,             0.92811,             0.84205,             0.86642,              0.4979,            0.034602,           0.0052319,                   0,             0.00439,             0.00439,             0.00439
                  70,            0.027273,            0.013134,                   0,             0.90588,             0.84783,             0.86512,             0.48339,            0.036352,           0.0052052,                   0,           0.0043075,           0.0043075,           0.0043075
                  71,            0.026049,             0.01326,                   0,             0.93829,             0.82609,             0.86421,             0.48879,            0.034743,           0.0052239,                   0,            0.004225,            0.004225,            0.004225
                  72,            0.028475,            0.013601,                   0,             0.94488,             0.84783,              0.8601,             0.51182,            0.033591,           0.0051137,                   0,           0.0041425,           0.0041425,           0.0041425
                  73,            0.028812,             0.01346,                   0,             0.94561,             0.84783,             0.85739,             0.51766,             0.03367,           0.0051343,                   0,             0.00406,             0.00406,             0.00406
                  74,             0.02535,            0.012915,                   0,             0.94541,             0.84783,             0.86568,             0.48318,            0.033866,           0.0051495,                   0,           0.0039775,           0.0039775,           0.0039775
                  75,            0.025649,            0.013386,                   0,                0.97,             0.86957,             0.91592,              0.5075,            0.032029,           0.0051525,                   0,            0.003895,            0.003895,            0.003895
                  76,             0.02417,            0.013427,                   0,             0.97483,             0.91304,             0.92603,             0.52565,            0.031294,           0.0051605,                   0,           0.0038125,           0.0038125,           0.0038125
                  77,            0.026908,             0.01222,                   0,             0.97443,             0.91304,             0.92939,             0.56881,            0.029994,           0.0052624,                   0,             0.00373,             0.00373,             0.00373
                  78,            0.026131,            0.012496,                   0,             0.96924,             0.91304,             0.93048,             0.58275,            0.029892,           0.0050921,                   0,           0.0036475,           0.0036475,           0.0036475
                  79,            0.023838,            0.013098,                   0,             0.95224,             0.86693,             0.88879,             0.51696,            0.032697,           0.0051608,                   0,            0.003565,            0.003565,            0.003565
                  80,            0.023173,            0.013161,                   0,             0.94747,             0.84783,             0.87862,             0.49832,            0.032637,           0.0052842,                   0,           0.0034825,           0.0034825,           0.0034825
                  81,            0.025397,            0.013013,                   0,             0.94667,             0.84783,             0.88065,             0.52795,             0.03302,           0.0052398,                   0,              0.0034,              0.0034,              0.0034
                  82,            0.026412,            0.013176,                   0,             0.94489,             0.84783,             0.88703,             0.52325,            0.032246,           0.0051919,                   0,           0.0033175,           0.0033175,           0.0033175
                  83,            0.026283,            0.013086,                   0,              0.9445,             0.84783,             0.88434,             0.53831,            0.033044,           0.0051759,                   0,            0.003235,            0.003235,            0.003235
                  84,            0.024199,            0.011773,                   0,             0.94367,             0.84783,             0.88047,              0.5205,            0.033731,           0.0051712,                   0,           0.0031525,           0.0031525,           0.0031525
                  85,            0.023497,            0.012041,                   0,             0.93507,             0.84783,             0.88034,              0.5369,            0.034622,           0.0051298,                   0,             0.00307,             0.00307,             0.00307
                  86,            0.023715,             0.01185,                   0,              0.9243,             0.84783,             0.87991,             0.50932,            0.035495,           0.0051504,                   0,           0.0029875,           0.0029875,           0.0029875
                  87,            0.022464,            0.012422,                   0,             0.90838,             0.84783,             0.88269,             0.52174,            0.033353,           0.0050683,                   0,            0.002905,            0.002905,            0.002905
                  88,            0.023976,            0.013295,                   0,             0.91297,             0.84783,              0.8802,             0.51588,            0.032512,           0.0050011,                   0,           0.0028225,           0.0028225,           0.0028225
                  89,            0.025496,            0.012699,                   0,              0.8884,             0.86534,             0.88563,             0.52775,            0.033412,           0.0050254,                   0,             0.00274,             0.00274,             0.00274
                  90,            0.021381,            0.011629,                   0,             0.92993,             0.86566,             0.88562,              0.5286,            0.035005,           0.0049776,                   0,           0.0026575,           0.0026575,           0.0026575
                  91,            0.023787,            0.012855,                   0,             0.90082,             0.86957,             0.83757,             0.51674,            0.035098,           0.0050423,                   0,            0.002575,            0.002575,            0.002575
                  92,            0.023426,            0.012612,                   0,             0.88383,              0.8913,             0.88462,             0.54324,            0.033372,           0.0050775,                   0,           0.0024925,           0.0024925,           0.0024925
                  93,             0.02249,            0.012376,                   0,             0.92394,             0.84783,             0.87335,             0.52298,            0.032698,           0.0051992,                   0,             0.00241,             0.00241,             0.00241
                  94,            0.021145,            0.011527,                   0,             0.92296,             0.84783,             0.89275,             0.53392,            0.032099,           0.0053079,                   0,           0.0023275,           0.0023275,           0.0023275
                  95,            0.023489,            0.012189,                   0,             0.89699,             0.82609,              0.8381,             0.52219,            0.033475,            0.005465,                   0,            0.002245,            0.002245,            0.002245
                  96,             0.02349,            0.010431,                   0,             0.92721,             0.84783,             0.88996,             0.55649,            0.032087,           0.0054188,                   0,           0.0021625,           0.0021625,           0.0021625
                  97,            0.023127,            0.011896,                   0,             0.88204,              0.8913,             0.88986,             0.52904,            0.032943,           0.0054901,                   0,             0.00208,             0.00208,             0.00208
                  98,            0.022436,            0.012747,                   0,              0.9302,             0.86913,             0.89923,             0.53292,             0.03285,            0.005447,                   0,           0.0019975,           0.0019975,           0.0019975
                  99,            0.020841,            0.011739,                   0,             0.93001,              0.8913,             0.90356,             0.53042,            0.032886,            0.005293,                   0,            0.001915,            0.001915,            0.001915
                 100,            0.023446,            0.012424,                   0,             0.93005,             0.86718,             0.90363,             0.53952,            0.033082,           0.0053058,                   0,           0.0018325,           0.0018325,           0.0018325
                 101,            0.019466,            0.010755,                   0,             0.88731,              0.8913,             0.89905,             0.54401,            0.032281,           0.0052624,                   0,             0.00175,             0.00175,             0.00175
                 102,            0.023657,             0.01333,                   0,             0.92993,             0.86558,             0.89147,             0.55392,            0.032689,           0.0051112,                   0,           0.0016675,           0.0016675,           0.0016675
                 103,            0.021163,            0.012185,                   0,             0.93017,             0.86868,              0.8888,             0.54298,            0.032485,           0.0050427,                   0,            0.001585,            0.001585,            0.001585
                 104,            0.019441,            0.011324,                   0,             0.92394,              0.8913,             0.88533,             0.55454,            0.031587,           0.0049844,                   0,           0.0015025,           0.0015025,           0.0015025
                 105,            0.021969,            0.011362,                   0,             0.92399,              0.8913,             0.87163,             0.57145,            0.032355,           0.0050104,                   0,             0.00142,             0.00142,             0.00142
                 106,            0.021351,            0.012501,                   0,             0.93023,             0.86948,             0.87691,             0.55407,            0.031979,           0.0050209,                   0,           0.0013375,           0.0013375,           0.0013375
                 107,            0.021919,            0.011517,                   0,              0.9301,             0.86778,             0.87883,             0.53603,            0.032382,           0.0050532,                   0,            0.001255,            0.001255,            0.001255
                 108,            0.020695,            0.011268,                   0,              0.9254,             0.84783,             0.87329,             0.53648,            0.032116,           0.0050775,                   0,           0.0011725,           0.0011725,           0.0011725
                 109,            0.021016,             0.01064,                   0,             0.93016,             0.86865,             0.87711,             0.53519,             0.03222,           0.0051674,                   0,             0.00109,             0.00109,             0.00109
                 110,             0.02168,            0.011968,                   0,             0.92173,              0.8913,             0.87797,             0.53895,             0.03208,           0.0051801,                   0,           0.0010075,           0.0010075,           0.0010075
                 111,             0.02207,            0.010551,                   0,             0.92073,              0.8913,             0.87738,             0.52929,            0.031472,            0.005195,                   0,            0.000925,            0.000925,            0.000925
                 112,            0.020671,            0.011743,                   0,             0.92223,              0.8913,             0.88017,             0.53235,            0.031811,           0.0051841,                   0,           0.0008425,           0.0008425,           0.0008425
                 113,            0.022158,            0.012051,                   0,             0.92296,              0.8913,             0.88151,             0.54355,             0.03161,            0.005181,                   0,             0.00076,             0.00076,             0.00076
                 114,            0.019473,            0.010883,                   0,              0.9233,              0.8913,             0.88105,             0.55121,            0.031466,             0.00518,                   0,           0.0006775,           0.0006775,           0.0006775
                 115,            0.019177,            0.012785,                   0,             0.92251,              0.8913,              0.8814,             0.54339,             0.03191,           0.0052028,                   0,            0.000595,            0.000595,            0.000595
                 116,            0.021293,            0.011566,                   0,             0.92178,              0.8913,             0.88211,             0.54798,            0.032005,           0.0052272,                   0,           0.0005125,           0.0005125,           0.0005125
                 117,            0.022551,             0.01219,                   0,             0.93023,             0.86954,             0.88383,             0.54116,            0.032158,           0.0052592,                   0,             0.00043,             0.00043,             0.00043
                 118,             0.01934,            0.011152,                   0,             0.93055,              0.8913,             0.88383,             0.54407,            0.032627,            0.005281,                   0,           0.0003475,           0.0003475,           0.0003475
                 119,            0.020242,            0.011187,                   0,             0.92746,              0.8913,             0.88201,             0.53339,            0.032892,           0.0053113,                   0,            0.000265,            0.000265,            0.000265
