               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.028899,            0.017727,                   0,             0.78574,             0.80435,             0.73579,             0.46237,            0.022502,           0.0059201,                   0,            0.005545,            0.005545,            0.005545
                  29,             0.02975,            0.017413,                   0,             0.81204,             0.86957,             0.79708,             0.47986,             0.02323,           0.0057686,                   0,             0.00538,             0.00538,             0.00538
                  30,            0.029268,            0.017251,                   0,             0.82388,             0.82609,             0.80379,             0.40229,            0.025559,           0.0056664,                   0,            0.005215,            0.005215,            0.005215
                  31,            0.027606,            0.017358,                   0,             0.81956,             0.82609,             0.78156,              0.4303,            0.024774,           0.0057551,                   0,             0.00505,             0.00505,             0.00505
                  32,            0.025383,            0.016809,                   0,             0.82639,             0.84783,             0.82902,             0.44782,            0.024218,           0.0056074,                   0,            0.004885,            0.004885,            0.004885
                  33,            0.027273,            0.016616,                   0,             0.92062,             0.84783,             0.84406,             0.49851,             0.02273,           0.0055336,                   0,             0.00472,             0.00472,             0.00472
                  34,            0.027951,            0.016746,                   0,             0.88106,             0.80522,             0.84982,             0.48637,            0.022972,           0.0055387,                   0,            0.004555,            0.004555,            0.004555
                  35,             0.02508,            0.017119,                   0,             0.89296,             0.91304,             0.89176,             0.49709,            0.022873,           0.0053666,                   0,             0.00439,             0.00439,             0.00439
                  36,            0.025737,            0.016138,                   0,             0.91768,             0.80435,             0.84763,             0.48431,            0.023524,           0.0053338,                   0,            0.004225,            0.004225,            0.004225
                  37,            0.024545,            0.016044,                   0,             0.90406,             0.84783,             0.85779,             0.45226,            0.024384,           0.0054155,                   0,             0.00406,             0.00406,             0.00406
                  38,            0.023961,            0.015647,                   0,             0.91663,              0.8913,             0.86828,             0.49485,            0.023888,           0.0054273,                   0,            0.003895,            0.003895,            0.003895
                  39,             0.02696,            0.017054,                   0,             0.88524,             0.86957,             0.83708,             0.50676,            0.023676,           0.0053007,                   0,             0.00373,             0.00373,             0.00373
                  40,            0.023154,            0.016018,                   0,             0.85474,              0.8913,             0.85616,             0.46572,            0.024199,           0.0055041,                   0,            0.003565,            0.003565,            0.003565
                  41,            0.023504,             0.01711,                   0,             0.91805,             0.80435,             0.85997,             0.48485,            0.023811,           0.0054372,                   0,              0.0034,              0.0034,              0.0034
                  42,            0.023544,            0.015633,                   0,             0.86949,               0.869,             0.86224,                0.46,            0.024728,            0.005352,                   0,            0.003235,            0.003235,            0.003235
                  43,            0.023406,            0.014796,                   0,             0.92436,             0.79711,             0.85784,             0.50357,            0.023427,           0.0054033,                   0,             0.00307,             0.00307,             0.00307
                  44,            0.022934,            0.015261,                   0,              0.8537,              0.8913,             0.86198,             0.50522,            0.022333,           0.0053846,                   0,            0.002905,            0.002905,            0.002905
                  45,             0.02225,            0.015597,                   0,             0.86377,              0.8913,             0.86853,             0.50232,            0.022368,           0.0056112,                   0,             0.00274,             0.00274,             0.00274
                  46,            0.022512,            0.015465,                   0,             0.89674,             0.84783,             0.85032,             0.51024,            0.021953,           0.0057486,                   0,            0.002575,            0.002575,            0.002575
                  47,            0.023382,            0.015227,                   0,             0.89477,             0.80435,             0.83527,             0.50896,            0.021472,           0.0058383,                   0,             0.00241,             0.00241,             0.00241
                  48,            0.023004,            0.015103,                   0,             0.89415,             0.80435,             0.84525,             0.47922,            0.022496,           0.0056991,                   0,            0.002245,            0.002245,            0.002245
                  49,            0.023537,            0.014672,                   0,             0.89296,             0.80435,             0.84406,             0.46444,            0.022721,           0.0057351,                   0,             0.00208,             0.00208,             0.00208
                  50,            0.023013,            0.015422,                   0,             0.85793,             0.84783,             0.85388,             0.49273,             0.02158,           0.0057406,                   0,            0.001915,            0.001915,            0.001915
                  51,            0.022674,            0.015093,                   0,             0.85998,             0.84783,              0.8507,              0.4905,            0.021518,           0.0057277,                   0,             0.00175,             0.00175,             0.00175
                  52,             0.02134,            0.015027,                   0,             0.85823,             0.84783,             0.86139,             0.49026,            0.021282,           0.0056029,                   0,            0.001585,            0.001585,            0.001585
                  53,            0.021434,            0.014124,                   0,             0.89631,             0.84783,             0.85988,             0.49662,            0.021531,           0.0055454,                   0,             0.00142,             0.00142,             0.00142
                  54,             0.02118,            0.014329,                   0,              0.9007,             0.84783,             0.85948,             0.49799,            0.021351,           0.0053951,                   0,            0.001255,            0.001255,            0.001255
                  55,            0.022101,             0.01527,                   0,             0.90214,             0.84783,             0.86032,             0.50781,            0.021035,           0.0054115,                   0,             0.00109,             0.00109,             0.00109
                  56,            0.020476,            0.014306,                   0,             0.90334,             0.84783,             0.86322,              0.5113,             0.02092,           0.0053011,                   0,            0.000925,            0.000925,            0.000925
                  57,            0.022199,            0.015021,                   0,             0.90305,             0.84783,             0.85704,             0.49106,            0.021729,           0.0052996,                   0,             0.00076,             0.00076,             0.00076
                  58,            0.020822,            0.014481,                   0,             0.90328,             0.84783,             0.86183,             0.49474,             0.02165,           0.0052303,                   0,            0.000595,            0.000595,            0.000595
                  59,              0.0197,            0.015029,                   0,             0.90313,             0.84783,             0.87115,             0.49857,            0.021712,           0.0052001,                   0,             0.00043,             0.00043,             0.00043
